1289.57 1774.45 0 0 0.0333333 0.726667 0.233333 0.0706878 0.11599 0 0 0 0 0.00666667 0.0153613 0.0906667 0.0266667 0.24 0.313333 0.22 0.113333 music
1184.38 1692.97 0 0 0.00666667 0.693333 0.293333 0.07452 0.115389 0 0 0 0 0 0.0136892 0.0835721 0.0133333 0.133333 0.26 0.22 0.153333 music
1347.86 2389.07 0 0 0.14 0.686667 0.166667 0.0793122 0.133309 0 0 0 0 0 0.0168218 0.11625 0.0333333 0.18 0.173333 0.273333 0.0866667 music
1318.35 2404.36 0 0 0.18 0.646667 0.173333 0.0765079 0.0954904 0 0 0 0 0 0.0180328 0.121818 0.0733333 0.273333 0.22 0.24 0.12 music
1341.15 2064.51 0 0 0.06 0.726667 0.206667 0.0762661 0.113986 0 0 0 0 0 0.0188457 0.120891 0.06 0.126667 0.273333 0.233333 0.173333 music
854.601 1639.99 0 0 0.186667 0.62 0.186667 0.0793651 0.120278 0 0 0 0 0 0.00763531 0.0531904 0.0733333 0.26 0.226667 0.14 0.146667 music
1325.83 5168.51 0 0.16 0.34 0.273333 0.22 0.0680272 0.110053 0 0 0 0 0 0.0116923 0.096661 0.12 0.226667 0.213333 0.126667 0.113333 music
2321.47 4280.26 0 0 0.113333 0.593333 0.286667 0.0722298 0.102475 0 0 0 0 0.00666667 0.044447 0.271626 0.04 0.12 0.193333 0.22 0.173333 music
3304.24 15054.6 0 0.306667 0.16 0.473333 0.0533333 0.0534618 0.20819 0 0.00666667 0.0666667 0.14 0.16 0.0659973 0.7234 0.38 0.186667 0.146667 0.12 0.0333333 music
3490.65 6564.15 0 0 0.473333 0.486667 0.0333333 0.0740967 0.138778 0 0 0 0.00666667 0.0266667 0.115979 0.681582 0.00666667 0.133333 0.233333 0.226667 0.126667 music
7853.6 39880.4 0.106667 0.313333 0.48 0.08 0.0133333 0.0582691 0.49851 0.193333 0.246667 0.353333 0.113333 0.0266667 1.25602 27.2601 0.8 0.0866667 0.0266667 0.0333333 0.02 music
7976.24 37490.7 0.08 0.44 0.413333 0.04 0.02 0.0640816 0.623203 0.253333 0.393333 0.233333 0.04 0.0266667 1.21801 24.1362 0.766667 0.126667 0.0133333 0.0466667 0.0133333 music
7874.89 44575.7 0.166667 0.28 0.466667 0.06 0.02 0.0854119 1.1772 0.4 0.286667 0.06 0.08 0.04 1.56962 30.1166 0.726667 0.106667 0.0466667 0.02 0.0333333 music
6711.91 49667.9 0.24 0.286667 0.386667 0.0466667 0.0333333 0.0920559 1.05814 0.366667 0.213333 0.1 0.0866667 0.0533333 1.21426 25.3708 0.74 0.12 0.0733333 0.00666667 0.02 music
6774.89 49745.5 0.333333 0.4 0.246667 0.00666667 0.00666667 0.102729 1.23296 0.333333 0.166667 0.173333 0.0733333 0.08 1.47672 32.127 0.74 0.0933333 0.0933333 0.02 0.0266667 music
